case,frame,trial_index,mode,converged,convergence_step,wall_time_s,lin_err_steady_m,ang_err_steady_rad,ik_optimal_success,sweep__position_cost,sweep__orientation_cost,sweep__lm_damping,ee_ss__x,ee_ss__y,ee_ss__z,ee_ss__r,ee_ss__p,ee_ss__yw
left_pick_x30_y30_z14,left_wrist_yaw_link,1,sim,1,285,6.019,0.01392,0.00078,1,20.0,10.0,1.0,0.30995,0.30303,0.13075,-0.51570,1.57003,-0.51583
left_pick_x30_y30_z14,left_wrist_yaw_link,2,sim,1,285,6.013,0.01272,0.00071,1,20.0,10.0,1.0,0.30909,0.30277,0.13155,-0.40813,1.57009,-0.40825
left_pick_x30_y30_z18,left_wrist_yaw_link,0,sim,0,-1,6.006,0.03882,0.00239,1,20.0,10.0,1.0,0.32950,0.30912,0.15647,-3.00636,1.56845,-3.00676
left_pick_x30_y30_z18,left_wrist_yaw_link,1,sim,0,-1,6.007,0.03882,0.00239,1,20.0,10.0,1.0,0.32950,0.30912,0.15647,-3.00636,1.56845,-3.00676
left_pick_x30_y30_z18,left_wrist_yaw_link,2,sim,0,-1,6.015,0.03882,0.00239,1,20.0,10.0,1.0,0.32950,0.30912,0.15647,-3.00636,1.56845,-3.00676
left_pick_x35_y20_z06,left_wrist_yaw_link,0,sim,1,223,5.537,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.20000,0.06000,0.00001,1.57080,0.00001
left_pick_x35_y20_z06,left_wrist_yaw_link,1,sim,1,223,5.545,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.20000,0.06000,0.00001,1.57080,0.00001
left_pick_x35_y20_z06,left_wrist_yaw_link,2,sim,1,223,5.543,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.20000,0.06000,0.00001,1.57080,0.00001
left_pick_x35_y20_z10,left_wrist_yaw_link,0,sim,1,249,6.011,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.20000,0.10000,-0.00001,1.57080,-0.00001
left_pick_x35_y20_z10,left_wrist_yaw_link,1,sim,1,249,6.018,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.20000,0.10000,-0.00001,1.57080,-0.00001
left_pick_x35_y20_z10,left_wrist_yaw_link,2,sim,1,249,6.015,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.20000,0.10000,-0.00001,1.57080,-0.00001
left_pick_x35_y20_z14,left_wrist_yaw_link,0,sim,1,268,6.015,0.00035,0.00002,1,20.0,10.0,1.0,0.35028,0.20000,0.13978,-0.58427,1.57078,-0.58428
left_pick_x35_y20_z14,left_wrist_yaw_link,1,sim,1,268,6.004,0.00057,0.00003,1,20.0,10.0,1.0,0.35044,0.20000,0.13965,-0.69073,1.57077,-0.69075
left_pick_x35_y20_z14,left_wrist_yaw_link,2,sim,1,268,6.012,0.00057,0.00003,1,20.0,10.0,1.0,0.35044,0.20000,0.13965,-0.69073,1.57077,-0.69075
left_pick_x35_y20_z18,left_wrist_yaw_link,0,sim,1,284,6.003,0.01121,0.00070,1,20.0,10.0,1.0,0.35924,0.19993,0.17365,-2.34477,1.57016,-2.34506
left_pick_x35_y20_z18,left_wrist_yaw_link,1,sim,1,284,6.019,0.01015,0.00064,1,20.0,10.0,1.0,0.35837,0.19994,0.17425,-2.23758,1.57022,-2.23785
left_pick_x35_y20_z18,left_wrist_yaw_link,2,sim,1,284,6.007,0.01232,0.00078,1,20.0,10.0,1.0,0.36015,0.19992,0.17302,-2.45194,1.57009,-2.45226
left_pick_x35_y30_z06,left_wrist_yaw_link,0,sim,1,223,5.551,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.30000,0.06000,-0.00000,1.57080,-0.00000
left_pick_x35_y30_z06,left_wrist_yaw_link,1,sim,1,223,5.550,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.30000,0.06000,-0.00000,1.57080,-0.00000
left_pick_x35_y30_z06,left_wrist_yaw_link,2,sim,1,223,5.534,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.30000,0.06000,-0.00000,1.57080,-0.00000
left_pick_x35_y30_z10,left_wrist_yaw_link,0,sim,1,242,5.955,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.30000,0.10000,-0.00000,1.57080,-0.00000
left_pick_x35_y30_z10,left_wrist_yaw_link,1,sim,1,242,5.914,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.30000,0.10000,-0.00000,1.57080,-0.00000
left_pick_x35_y30_z10,left_wrist_yaw_link,2,sim,1,242,5.920,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.30000,0.10000,-0.00000,1.57080,-0.00000
left_pick_x35_y30_z14,left_wrist_yaw_link,0,sim,1,262,6.013,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.30000,0.14000,-0.01299,1.57080,-0.01299
left_pick_x35_y30_z14,left_wrist_yaw_link,1,sim,1,262,6.017,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.30000,0.14000,-0.01299,1.57080,-0.01299
left_pick_x35_y30_z14,left_wrist_yaw_link,2,sim,1,262,6.010,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,0.30000,0.14000,-0.01299,1.57080,-0.01299
left_pick_x35_y30_z18,left_wrist_yaw_link,0,sim,1,278,6.002,0.00525,0.00032,1,20.0,10.0,1.0,0.35424,0.30112,0.17711,-1.61567,1.57049,-1.61571
left_pick_x35_y30_z18,left_wrist_yaw_link,1,sim,1,278,6.015,0.00525,0.00032,1,20.0,10.0,1.0,0.35424,0.30112,0.17711,-1.61567,1.57049,-1.61571
left_pick_x35_y30_z18,left_wrist_yaw_link,2,sim,1,278,6.008,0.00525,0.00032,1,20.0,10.0,1.0,0.35424,0.30112,0.17711,-1.61567,1.57049,-1.61571
right_pick_x30_y20_z06,right_wrist_yaw_link,0,sim,1,253,6.012,0.00000,0.00000,1,20.0,10.0,1.0,0.30000,-0.20000,0.06000,-0.00000,1.57080,-0.00000
right_pick_x30_y20_z06,right_wrist_yaw_link,1,sim,1,253,6.018,0.00000,0.00000,1,20.0,10.0,1.0,0.30000,-0.20000,0.06000,-0.00000,1.57080,-0.00000
right_pick_x30_y20_z06,right_wrist_yaw_link,2,sim,1,253,6.009,0.00000,0.00000,1,20.0,10.0,1.0,0.30000,-0.20000,0.06000,-0.00001,1.57080,-0.00001
right_pick_x30_y20_z10,right_wrist_yaw_link,0,sim,1,274,6.009,0.00267,0.00013,1,20.0,10.0,1.0,0.30183,-0.19998,0.09805,-0.09182,1.57069,-0.09175
right_pick_x30_y20_z10,right_wrist_yaw_link,1,sim,1,274,6.013,0.00217,0.00010,1,20.0,10.0,1.0,0.30148,-0.19998,0.09842,-0.19988,1.57071,-0.19983
right_pick_x30_y20_z10,right_wrist_yaw_link,2,sim,1,274,6.012,0.00217,0.00010,1,20.0,10.0,1.0,0.30148,-0.19998,0.09842,-0.19988,1.57071,-0.19983
right_pick_x30_y20_z14,right_wrist_yaw_link,0,sim,1,291,6.002,0.02292,0.00132,1,20.0,10.0,1.0,0.31670,-0.19985,0.12431,2.87411,1.56965,2.87475
right_pick_x30_y20_z14,right_wrist_yaw_link,1,sim,1,291,6.004,0.02137,0.00123,1,20.0,10.0,1.0,0.31557,-0.19986,0.12537,2.83946,1.56973,2.84006
right_pick_x30_y20_z14,right_wrist_yaw_link,2,sim,1,291,6.013,0.02137,0.00123,1,20.0,10.0,1.0,0.31557,-0.19986,0.12537,2.83946,1.56973,2.84006
right_pick_x30_y20_z18,right_wrist_yaw_link,0,sim,0,-1,6.006,0.04840,0.00304,1,20.0,10.0,1.0,0.33767,-0.19978,0.14962,2.98532,1.56814,2.98678
right_pick_x30_y20_z18,right_wrist_yaw_link,1,sim,0,-1,6.005,0.04840,0.00304,1,20.0,10.0,1.0,0.33767,-0.19978,0.14962,2.98532,1.56814,2.98678
right_pick_x30_y20_z18,right_wrist_yaw_link,2,sim,0,-1,6.020,0.04678,0.00295,1,20.0,10.0,1.0,0.33641,-0.19981,0.15062,2.96360,1.56824,2.96504
right_pick_x30_y30_z06,right_wrist_yaw_link,0,sim,1,246,6.006,0.00000,0.00000,1,20.0,10.0,1.0,0.30000,-0.30000,0.06000,0.00005,1.57080,0.00005
right_pick_x30_y30_z06,right_wrist_yaw_link,1,sim,1,246,5.998,0.00000,0.00000,1,20.0,10.0,1.0,0.30000,-0.30000,0.06000,0.00005,1.57080,0.00005
right_pick_x30_y30_z06,right_wrist_yaw_link,2,sim,1,246,5.991,0.00000,0.00000,1,20.0,10.0,1.0,0.30000,-0.30000,0.06000,0.00005,1.57080,0.00005
right_pick_x30_y30_z10,right_wrist_yaw_link,0,sim,1,268,6.002,0.00038,0.00001,1,20.0,10.0,1.0,0.30026,-0.30008,0.09973,-0.09888,1.57078,-0.09887
right_pick_x30_y30_z10,right_wrist_yaw_link,1,sim,1,268,6.016,0.00021,0.00001,1,20.0,10.0,1.0,0.30014,-0.30004,0.09985,0.00730,1.57079,0.00730
right_pick_x30_y30_z10,right_wrist_yaw_link,2,sim,1,268,6.014,0.00021,0.00001,1,20.0,10.0,1.0,0.30014,-0.30004,0.09985,0.00730,1.57079,0.00730
right_pick_x30_y30_z14,right_wrist_yaw_link,0,sim,1,285,6.011,0.01158,0.00065,1,20.0,10.0,1.0,0.30828,-0.30252,0.13231,0.30051,1.57016,0.30062
right_pick_x30_y30_z14,right_wrist_yaw_link,1,sim,1,285,6.010,0.01392,0.00078,1,20.0,10.0,1.0,0.30995,-0.30303,0.13075,0.51570,1.57003,0.51583
right_pick_x30_y30_z14,right_wrist_yaw_link,2,sim,1,285,6.003,0.01516,0.00086,1,20.0,10.0,1.0,0.31084,-0.30330,0.12992,0.62323,1.56995,0.62337
right_pick_x30_y30_z18,right_wrist_yaw_link,0,sim,0,-1,6.011,0.03882,0.00239,1,20.0,10.0,1.0,0.32950,-0.30912,0.15647,3.00636,1.56845,3.00676
right_pick_x30_y30_z18,right_wrist_yaw_link,1,sim,0,-1,6.013,0.03719,0.00230,1,20.0,10.0,1.0,0.32826,-0.30875,0.15746,2.98559,1.56855,2.98599
right_pick_x30_y30_z18,right_wrist_yaw_link,2,sim,0,-1,6.011,0.03556,0.00220,1,20.0,10.0,1.0,0.32701,-0.30839,0.15845,2.96436,1.56865,2.96477
right_pick_x35_y20_z06,right_wrist_yaw_link,0,sim,1,220,5.481,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.20000,0.06000,-0.00001,1.57080,-0.00001
right_pick_x35_y20_z06,right_wrist_yaw_link,1,sim,1,223,5.547,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.20000,0.06000,0.00000,1.57080,0.00000
right_pick_x35_y20_z06,right_wrist_yaw_link,2,sim,1,223,5.554,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.20000,0.06000,0.00000,1.57080,0.00000
right_pick_x35_y20_z10,right_wrist_yaw_link,0,sim,1,249,6.019,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.20000,0.10000,-0.00001,1.57080,-0.00001
right_pick_x35_y20_z10,right_wrist_yaw_link,1,sim,1,249,6.005,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.20000,0.10000,-0.00001,1.57080,-0.00001
right_pick_x35_y20_z10,right_wrist_yaw_link,2,sim,1,249,6.008,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.20000,0.10000,-0.00001,1.57080,-0.00001
right_pick_x35_y20_z14,right_wrist_yaw_link,0,sim,1,268,6.010,0.00057,0.00003,1,20.0,10.0,1.0,0.35044,-0.20000,0.13965,0.69074,1.57077,0.69075
right_pick_x35_y20_z14,right_wrist_yaw_link,1,sim,1,268,6.016,0.00035,0.00002,1,20.0,10.0,1.0,0.35028,-0.20000,0.13978,0.58427,1.57078,0.58428
right_pick_x35_y20_z14,right_wrist_yaw_link,2,sim,1,268,6.012,0.00057,0.00003,1,20.0,10.0,1.0,0.35044,-0.20000,0.13965,0.69074,1.57077,0.69075
right_pick_x35_y20_z18,right_wrist_yaw_link,0,sim,1,284,6.020,0.01121,0.00070,1,20.0,10.0,1.0,0.35924,-0.19993,0.17365,2.34473,1.57016,2.34502
right_pick_x35_y20_z18,right_wrist_yaw_link,1,sim,1,284,6.018,0.01121,0.00070,1,20.0,10.0,1.0,0.35924,-0.19993,0.17365,2.34473,1.57016,2.34502
right_pick_x35_y20_z18,right_wrist_yaw_link,2,sim,1,284,6.000,0.01232,0.00078,1,20.0,10.0,1.0,0.36015,-0.19992,0.17302,2.45190,1.57009,2.45222
right_pick_x35_y30_z06,right_wrist_yaw_link,0,sim,1,223,5.543,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.30000,0.06000,-0.00000,1.57080,-0.00000
right_pick_x35_y30_z06,right_wrist_yaw_link,1,sim,1,223,5.535,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.30000,0.06000,-0.00000,1.57080,-0.00000
right_pick_x35_y30_z06,right_wrist_yaw_link,2,sim,1,223,5.534,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.30000,0.06000,-0.00000,1.57080,-0.00000
right_pick_x35_y30_z10,right_wrist_yaw_link,0,sim,1,242,5.932,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.30000,0.10000,0.00000,1.57080,0.00000
right_pick_x35_y30_z10,right_wrist_yaw_link,1,sim,1,242,5.931,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.30000,0.10000,0.00000,1.57080,0.00000
right_pick_x35_y30_z10,right_wrist_yaw_link,2,sim,1,242,5.916,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.30000,0.10000,0.00000,1.57080,0.00000
right_pick_x35_y30_z14,right_wrist_yaw_link,0,sim,1,262,6.019,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.30000,0.14000,0.18131,1.57080,0.18131
right_pick_x35_y30_z14,right_wrist_yaw_link,1,sim,1,262,6.004,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.30000,0.14000,0.18131,1.57080,0.18131
right_pick_x35_y30_z14,right_wrist_yaw_link,2,sim,1,262,6.019,0.00000,0.00000,1,20.0,10.0,1.0,0.35000,-0.30000,0.14000,0.09537,1.57080,0.09537
right_pick_x35_y30_z18,right_wrist_yaw_link,0,sim,1,278,6.009,0.00525,0.00032,1,20.0,10.0,1.0,0.35424,-0.30112,0.17711,1.61567,1.57049,1.61571
right_pick_x35_y30_z18,right_wrist_yaw_link,1,sim,1,278,6.006,0.00602,0.00036,1,20.0,10.0,1.0,0.35486,-0.30128,0.17669,1.72311,1.57044,1.72316
right_pick_x35_y30_z18,right_wrist_yaw_link,2,sim,1,278,6.012,0.00602,0.00036,1,20.0,10.0,1.0,0.35486,-0.30128,0.17669,1.72311,1.57044,1.72316
