case,frame,trial_index,mode,converged,convergence_step,wall_time_s,lin_err_steady_m,ang_err_steady_rad,ik_optimal_success,sweep__position_cost,sweep__orientation_cost,sweep__lm_damping,ee_ss__x,ee_ss__y,ee_ss__z,ee_ss__r,ee_ss__p,ee_ss__yw
left_pick_x30_y30_z14,left_wrist_yaw_link,2,real,1,283,9.022,0.00362,0.00009,0,20.0,10.0,1.0,0.30518,0.30127,0.12933,-1.28225,1.54528,-1.28304
left_pick_x30_y30_z14,left_wrist_yaw_link,3,real,1,283,8.957,0.00358,0.00009,0,20.0,10.0,1.0,0.30541,0.30145,0.12929,-1.29789,1.54539,-1.29945
left_pick_x30_y30_z18,left_wrist_yaw_link,1,real,1,298,9.310,0.00414,0.00016,0,20.0,10.0,1.0,0.30447,0.30387,0.16640,2.89846,1.54139,2.89986
left_pick_x30_y30_z18,left_wrist_yaw_link,2,real,1,298,9.328,0.00411,0.00016,0,20.0,10.0,1.0,0.30475,0.30321,0.16644,2.93173,1.54223,2.93124
left_pick_x30_y30_z18,left_wrist_yaw_link,3,real,1,298,9.326,0.00414,0.00016,0,20.0,10.0,1.0,0.30375,0.30375,0.16553,2.96969,1.53949,2.97139
left_pick_x35_y20_z06,left_wrist_yaw_link,1,real,1,221,7.678,0.00374,0.00048,0,20.0,10.0,1.0,0.32668,0.20838,0.02999,-1.50664,1.55763,-1.48820
left_pick_x35_y20_z06,left_wrist_yaw_link,2,real,1,220,7.721,0.00495,0.00014,0,20.0,10.0,1.0,0.33045,0.18070,0.03240,-2.06697,1.53220,-2.08975
left_pick_x35_y20_z06,left_wrist_yaw_link,3,real,1,221,7.694,0.00368,0.00012,0,20.0,10.0,1.0,0.32656,0.20840,0.02997,-1.61261,1.55885,-1.59612
left_pick_x35_y20_z10,left_wrist_yaw_link,1,real,1,246,8.221,0.00444,0.00012,0,20.0,10.0,1.0,0.32889,0.18464,0.06709,-2.71759,1.49093,-2.72008
left_pick_x35_y20_z10,left_wrist_yaw_link,2,real,1,245,8.218,0.00493,0.00013,0,20.0,10.0,1.0,0.33508,0.20534,0.07021,-1.27505,1.54021,-1.26962
left_pick_x35_y20_z10,left_wrist_yaw_link,3,real,1,246,8.262,0.00442,0.00012,0,20.0,10.0,1.0,0.32759,0.18387,0.06656,-2.65797,1.48398,-2.66270
left_pick_x35_y20_z14,left_wrist_yaw_link,1,real,1,265,8.605,0.00397,0.00010,0,20.0,10.0,1.0,0.33402,0.20735,0.10824,-2.34914,1.50147,-2.32564
left_pick_x35_y20_z14,left_wrist_yaw_link,2,real,1,266,8.697,0.00396,0.00011,0,20.0,10.0,1.0,0.33101,0.18177,0.10627,-2.77454,1.48495,-2.78980
left_pick_x35_y20_z14,left_wrist_yaw_link,3,real,1,265,8.719,0.00392,0.00010,0,20.0,10.0,1.0,0.33575,0.20597,0.11019,-1.69906,1.51076,-2.29489
left_pick_x35_y20_z18,left_wrist_yaw_link,1,real,1,282,9.003,0.00408,0.00013,0,20.0,10.0,1.0,0.33278,0.18091,0.14469,-2.66274,1.47318,-2.68245
left_pick_x35_y20_z18,left_wrist_yaw_link,2,real,1,281,9.206,0.00345,0.00012,0,20.0,10.0,1.0,0.33338,0.20634,0.14351,-2.17136,1.48810,-2.15554
left_pick_x35_y20_z18,left_wrist_yaw_link,3,real,1,281,8.977,0.00448,0.00017,0,20.0,10.0,1.0,0.33617,0.20665,0.14541,-1.60877,1.49488,-1.59232
left_pick_x35_y30_z06,left_wrist_yaw_link,1,real,1,212,7.529,0.00439,0.00131,0,20.0,10.0,1.0,0.32813,0.27321,0.02586,-1.55098,1.51891,-1.58834
left_pick_x35_y30_z06,left_wrist_yaw_link,2,real,1,216,7.610,0.00488,0.00694,0,20.0,10.0,1.0,0.32212,0.27065,0.02440,-1.45148,1.52052,-1.49257
left_pick_x35_y30_z06,left_wrist_yaw_link,3,real,1,216,7.580,0.00446,0.00633,0,20.0,10.0,1.0,0.32396,0.29962,0.03008,-1.07757,1.53893,-1.09738
left_pick_x35_y30_z10,left_wrist_yaw_link,1,real,1,239,8.156,0.00415,0.00010,0,20.0,10.0,1.0,0.32943,0.30337,0.06741,-2.48571,1.52698,-2.49408
left_pick_x35_y30_z10,left_wrist_yaw_link,2,real,1,239,8.203,0.00424,0.00010,0,20.0,10.0,1.0,0.32880,0.30884,0.06792,-2.17395,1.52224,-2.17617
left_pick_x35_y30_z10,left_wrist_yaw_link,3,real,1,239,8.201,0.00419,0.00010,0,20.0,10.0,1.0,0.32913,0.30390,0.06731,-2.49739,1.52635,-2.50318
left_pick_x35_y30_z14,left_wrist_yaw_link,1,real,1,259,8.573,0.00430,0.00012,0,20.0,10.0,1.0,0.33729,0.30221,0.10963,-2.50837,1.50879,-2.50804
left_pick_x35_y30_z14,left_wrist_yaw_link,2,real,1,259,8.545,0.00424,0.00011,0,20.0,10.0,1.0,0.33708,0.30225,0.10947,-2.91387,1.50951,-2.91072
left_pick_x35_y30_z14,left_wrist_yaw_link,3,real,1,259,8.586,0.00415,0.00011,0,20.0,10.0,1.0,0.33988,0.30401,0.11288,-2.50419,1.52216,-2.50651
left_pick_x35_y30_z18,left_wrist_yaw_link,1,real,1,275,8.877,0.00429,0.00013,0,20.0,10.0,1.0,0.34348,0.30345,0.15322,-2.07888,1.51672,-2.08118
left_pick_x35_y30_z18,left_wrist_yaw_link,2,real,1,275,8.932,0.00431,0.00013,0,20.0,10.0,1.0,0.34428,0.30303,0.15387,-2.06237,1.51877,-2.06570
left_pick_x35_y30_z18,left_wrist_yaw_link,3,real,1,275,8.934,0.00435,0.00013,0,20.0,10.0,1.0,0.34419,0.30316,0.15387,-2.07392,1.51865,-2.07657
right_pick_x30_y20_z06,right_wrist_yaw_link,1,real,1,251,8.405,0.00428,0.00021,0,20.0,10.0,1.0,0.27363,-0.22411,0.03401,-2.59844,1.49512,-2.64522
right_pick_x30_y20_z06,right_wrist_yaw_link,2,real,1,251,8.365,0.00400,0.00020,0,20.0,10.0,1.0,0.27297,-0.22183,0.03387,-2.68418,1.48684,-2.72755
right_pick_x30_y20_z06,right_wrist_yaw_link,3,real,1,251,8.335,0.00399,0.00020,0,20.0,10.0,1.0,0.27312,-0.22222,0.03393,-2.69387,1.48629,-2.73825
right_pick_x30_y20_z10,right_wrist_yaw_link,1,real,1,272,8.756,0.00425,0.00020,0,20.0,10.0,1.0,0.27781,-0.21945,0.07326,-2.72354,1.47556,-2.78295
right_pick_x30_y20_z10,right_wrist_yaw_link,2,real,1,272,8.831,0.00446,0.00021,0,20.0,10.0,1.0,0.27902,-0.21981,0.07267,-2.74470,1.47858,-2.80174
right_pick_x30_y20_z10,right_wrist_yaw_link,3,real,1,272,8.759,0.00446,0.00021,0,20.0,10.0,1.0,0.27906,-0.21918,0.07268,-2.75329,1.47878,-2.80825
right_pick_x30_y20_z14,right_wrist_yaw_link,1,real,1,290,9.184,0.00382,0.00018,0,20.0,10.0,1.0,0.27929,-0.22636,0.11250,-2.81854,1.47478,-2.91398
right_pick_x30_y20_z14,right_wrist_yaw_link,2,real,1,290,9.136,0.00380,0.00018,0,20.0,10.0,1.0,0.27940,-0.22675,0.11256,-2.80797,1.47477,-2.90322
right_pick_x30_y20_z14,right_wrist_yaw_link,3,real,1,290,9.208,0.00381,0.00018,0,20.0,10.0,1.0,0.27933,-0.22644,0.11241,-2.81502,1.47585,-2.90973
right_pick_x30_y20_z18,right_wrist_yaw_link,1,real,1,305,9.522,0.00378,0.00019,0,20.0,10.0,1.0,0.28555,-0.23279,0.15528,-2.65111,1.48040,-2.76191
right_pick_x30_y20_z18,right_wrist_yaw_link,2,real,1,305,9.505,0.00378,0.00019,0,20.0,10.0,1.0,0.28555,-0.23277,0.15518,-2.65356,1.47986,-2.76559
right_pick_x30_y20_z18,right_wrist_yaw_link,3,real,1,305,9.632,0.00383,0.00019,0,20.0,10.0,1.0,0.28598,-0.23263,0.15563,-2.64947,1.48050,-2.75910
right_pick_x30_y30_z06,right_wrist_yaw_link,1,real,1,244,8.218,0.00445,0.00008,0,20.0,10.0,1.0,0.28264,-0.31254,0.03959,-2.49458,1.54018,-2.47118
right_pick_x30_y30_z06,right_wrist_yaw_link,2,real,1,244,8.311,0.00437,0.00008,0,20.0,10.0,1.0,0.28073,-0.31240,0.03821,-2.65685,1.53878,-2.63432
right_pick_x30_y30_z06,right_wrist_yaw_link,3,real,1,244,8.252,0.00436,0.00008,0,20.0,10.0,1.0,0.28093,-0.31257,0.03842,-2.64801,1.53903,-2.62623
right_pick_x30_y30_z10,right_wrist_yaw_link,1,real,1,266,8.673,0.00400,0.00009,0,20.0,10.0,1.0,0.29061,-0.31819,0.08796,-2.14398,1.53592,-2.14712
right_pick_x30_y30_z10,right_wrist_yaw_link,2,real,1,266,8.658,0.00405,0.00009,0,20.0,10.0,1.0,0.29242,-0.31784,0.08951,-2.18810,1.52728,-2.18700
right_pick_x30_y30_z10,right_wrist_yaw_link,3,real,1,266,8.665,0.00410,0.00009,0,20.0,10.0,1.0,0.29178,-0.31825,0.08904,-2.20352,1.52530,-2.20260
right_pick_x30_y30_z14,right_wrist_yaw_link,1,real,1,284,9.067,0.00384,0.00010,0,20.0,10.0,1.0,0.29196,-0.31427,0.12631,-2.67032,1.50732,-2.69230
right_pick_x30_y30_z14,right_wrist_yaw_link,2,real,1,284,9.052,0.00391,0.00010,0,20.0,10.0,1.0,0.29265,-0.31409,0.12708,-2.67554,1.51063,-2.69865
right_pick_x30_y30_z14,right_wrist_yaw_link,3,real,1,284,9.027,0.00387,0.00010,0,20.0,10.0,1.0,0.29126,-0.31458,0.12603,-2.67749,1.50624,-2.70127
right_pick_x30_y30_z18,right_wrist_yaw_link,1,real,1,299,9.355,0.00433,0.00017,0,20.0,10.0,1.0,0.29449,-0.31369,0.16519,-2.65644,1.50578,-2.70412
right_pick_x30_y30_z18,right_wrist_yaw_link,2,real,1,299,9.338,0.00402,0.00016,0,20.0,10.0,1.0,0.29451,-0.31367,0.16537,-2.64197,1.50833,-2.68278
right_pick_x30_y30_z18,right_wrist_yaw_link,3,real,1,299,9.404,0.00449,0.00018,0,20.0,10.0,1.0,0.29448,-0.31370,0.16512,-2.65852,1.50569,-2.70633
right_pick_x35_y20_z06,right_wrist_yaw_link,1,real,1,223,7.772,0.00433,0.00437,0,20.0,10.0,1.0,0.32046,-0.22021,0.02902,-1.04394,1.54482,-1.07150
right_pick_x35_y20_z06,right_wrist_yaw_link,2,real,1,222,7.730,0.00408,0.00109,0,20.0,10.0,1.0,0.32182,-0.21649,0.02848,-1.30676,1.55054,-1.32864
right_pick_x35_y20_z06,right_wrist_yaw_link,3,real,1,222,7.723,0.00399,0.00045,0,20.0,10.0,1.0,0.32152,-0.21575,0.02811,-1.28849,1.55576,-1.31547
right_pick_x35_y20_z10,right_wrist_yaw_link,1,real,1,247,8.253,0.00408,0.00009,0,20.0,10.0,1.0,0.32784,-0.21564,0.06875,-2.75337,1.52545,-2.76508
right_pick_x35_y20_z10,right_wrist_yaw_link,2,real,1,247,8.183,0.00403,0.00009,0,20.0,10.0,1.0,0.32611,-0.21809,0.06717,-2.57252,1.53116,-2.58784
right_pick_x35_y20_z10,right_wrist_yaw_link,3,real,1,247,8.205,0.00403,0.00009,0,20.0,10.0,1.0,0.32841,-0.21794,0.06922,-2.47478,1.53390,-2.48593
right_pick_x35_y20_z14,right_wrist_yaw_link,1,real,1,266,8.693,0.00444,0.00012,0,20.0,10.0,1.0,0.32469,-0.21899,0.10363,-2.85406,1.47871,-2.86793
right_pick_x35_y20_z14,right_wrist_yaw_link,2,real,1,266,8.615,0.00442,0.00012,0,20.0,10.0,1.0,0.32443,-0.21867,0.10316,-2.88027,1.48534,-2.89722
right_pick_x35_y20_z14,right_wrist_yaw_link,3,real,1,266,8.645,0.00442,0.00012,0,20.0,10.0,1.0,0.32423,-0.21861,0.10314,-2.88068,1.48332,-2.89946
right_pick_x35_y20_z18,right_wrist_yaw_link,1,real,1,282,8.947,0.00402,0.00015,0,20.0,10.0,1.0,0.32990,-0.21423,0.14426,-2.89847,1.45428,-2.91860
right_pick_x35_y20_z18,right_wrist_yaw_link,2,real,1,282,8.975,0.00417,0.00016,0,20.0,10.0,1.0,0.33002,-0.21394,0.14393,-2.90764,1.45424,-2.92546
right_pick_x35_y20_z18,right_wrist_yaw_link,3,real,1,282,8.916,0.00418,0.00016,0,20.0,10.0,1.0,0.32995,-0.21396,0.14393,-2.90345,1.45372,-2.92270
right_pick_x35_y30_z06,right_wrist_yaw_link,1,real,1,218,7.615,0.00480,0.00692,0,20.0,10.0,1.0,0.31319,-0.31047,0.02810,-0.49480,1.56138,-0.48607
right_pick_x35_y30_z06,right_wrist_yaw_link,2,real,1,220,7.644,0.00471,0.00630,0,20.0,10.0,1.0,0.31190,-0.31549,0.03163,-1.41405,1.54907,-1.40405
right_pick_x35_y30_z06,right_wrist_yaw_link,3,real,1,221,7.640,0.00381,0.00399,0,20.0,10.0,1.0,0.31246,-0.31543,0.03280,-1.55084,1.54987,-1.53845
right_pick_x35_y30_z10,right_wrist_yaw_link,1,real,1,240,8.080,0.00456,0.00011,0,20.0,10.0,1.0,0.32511,-0.31501,0.06935,-1.66037,1.54986,-1.66190
right_pick_x35_y30_z10,right_wrist_yaw_link,2,real,1,240,8.017,0.00456,0.00011,0,20.0,10.0,1.0,0.32488,-0.31405,0.06921,-0.39254,1.54874,-0.39478
right_pick_x35_y30_z10,right_wrist_yaw_link,3,real,1,240,8.026,0.00457,0.00011,0,20.0,10.0,1.0,0.32477,-0.31483,0.06939,-1.60971,1.54808,-1.61251
right_pick_x35_y30_z14,right_wrist_yaw_link,1,real,1,260,8.402,0.00455,0.00013,0,20.0,10.0,1.0,0.32581,-0.31583,0.10727,-2.87764,1.50389,-2.88466
right_pick_x35_y30_z14,right_wrist_yaw_link,2,real,1,260,8.472,0.00455,0.00013,0,20.0,10.0,1.0,0.32485,-0.31523,0.10621,-2.99911,1.50529,-2.40283
right_pick_x35_y30_z14,right_wrist_yaw_link,3,real,1,260,8.496,0.00447,0.00012,0,20.0,10.0,1.0,0.32475,-0.31487,0.10594,-2.40161,1.50331,-1.80493
right_pick_x35_y30_z18,right_wrist_yaw_link,1,real,1,276,8.798,0.00467,0.00015,0,20.0,10.0,1.0,0.33189,-0.31381,0.15051,-2.93107,1.48149,-2.95601
right_pick_x35_y30_z18,right_wrist_yaw_link,2,real,1,276,8.791,0.00468,0.00015,0,20.0,10.0,1.0,0.33175,-0.31377,0.15054,-2.93564,1.48033,-2.96218
right_pick_x35_y30_z18,right_wrist_yaw_link,3,real,1,276,8.857,0.00477,0.00015,0,20.0,10.0,1.0,0.33121,-0.31362,0.14973,-2.96222,1.47937,-2.98955
